"","genus","species","zsp","loc","park","month","day","year","status","family","date","julDay","genusSpecies","habtype","Num"
"526","Craugastor","talamancae",0,"Loop_Stream","y",7,2,2004,NA,"Craugastoridae",2004-07-02,120,"Craugastor_talamancae","s",1
"527","Craugastor","talamancae",0,"Rocky_Road","y",7,4,2004,NA,"Craugastoridae",2004-07-04,122,"Craugastor_talamancae","t",1
"528","Craugastor","talamancae",0,"Rocky_Road","y",7,4,2004,NA,"Craugastoridae",2004-07-04,122,"Craugastor_talamancae","t",1
"533","Espadarana","prosoblepon",0,"Loop_Stream","y",7,2,2004,NA,"Centrolenidae",2004-07-02,120,"Espadarana_prosoblepon","s",1
"534","Espadarana","prosoblepon",0,"Loop_Stream","y",7,2,2004,NA,"Centrolenidae",2004-07-02,120,"Espadarana_prosoblepon","s",1
"535","Espadarana","prosoblepon",0,"Loop_Stream","y",7,2,2004,NA,"Centrolenidae",2004-07-02,120,"Espadarana_prosoblepon","s",1
"536","Espadarana","prosoblepon",0,"Loop_Stream","y",7,2,2004,NA,"Centrolenidae",2004-07-02,120,"Espadarana_prosoblepon","s",1
"537","Espadarana","prosoblepon",0,"Loop_Stream","y",7,2,2004,NA,"Centrolenidae",2004-07-02,120,"Espadarana_prosoblepon","s",1
"538","Espadarana","prosoblepon",0,"Loop_Stream","y",7,2,2004,NA,"Centrolenidae",2004-07-02,120,"Espadarana_prosoblepon","s",1
"539","Espadarana","prosoblepon",0,"Rocky_Road","y",7,4,2004,NA,"Centrolenidae",2004-07-04,122,"Espadarana_prosoblepon","t",1
"575","Pristimantis","caryophyllaceus",0,"Rocky_Road","y",7,3,2004,NA,"Strabomantidae",2004-07-03,121,"Pristimantis_caryophyllaceus","t",1
"576","Pristimantis","caryophyllaceus",0,"Rocky_Road","y",7,4,2004,NA,"Strabomantidae",2004-07-04,122,"Pristimantis_caryophyllaceus","t",1
"577","Pristimantis","caryophyllaceus",0,"Rocky_Road","y",7,4,2004,NA,"Strabomantidae",2004-07-04,122,"Pristimantis_caryophyllaceus","t",1
"586","Pristimantis","cruentus",0,"Loop_Stream","y",7,2,2004,NA,"Strabomantidae",2004-07-02,120,"Pristimantis_cruentus","s",1
"587","Pristimantis","cruentus",0,"Loop_Stream","y",7,2,2004,NA,"Strabomantidae",2004-07-02,120,"Pristimantis_cruentus","s",1
"588","Pristimantis","cruentus",0,"Loop_Stream","y",7,2,2004,NA,"Strabomantidae",2004-07-02,120,"Pristimantis_cruentus","s",1
"589","Pristimantis","cruentus",0,"Loop_Stream","y",7,2,2004,NA,"Strabomantidae",2004-07-02,120,"Pristimantis_cruentus","s",1
"590","Pristimantis","cruentus",0,"Loop_Stream","y",7,2,2004,NA,"Strabomantidae",2004-07-02,120,"Pristimantis_cruentus","s",1
"591","Pristimantis","cruentus",0,"Loop_Stream","y",7,2,2004,NA,"Strabomantidae",2004-07-02,120,"Pristimantis_cruentus","s",1
"592","Pristimantis","cruentus",0,"Loop_Stream","y",7,2,2004,NA,"Strabomantidae",2004-07-02,120,"Pristimantis_cruentus","s",1
"593","Pristimantis","cruentus",0,"Loop_Stream","y",7,2,2004,NA,"Strabomantidae",2004-07-02,120,"Pristimantis_cruentus","s",1
"594","Pristimantis","cruentus",0,"Loop_Stream","y",7,2,2004,NA,"Strabomantidae",2004-07-02,120,"Pristimantis_cruentus","s",1
"595","Pristimantis","cruentus",0,"Rocky_Road","y",7,3,2004,NA,"Strabomantidae",2004-07-03,121,"Pristimantis_cruentus","t",1
"596","Pristimantis","cruentus",0,"Rocky_Road","y",7,4,2004,NA,"Strabomantidae",2004-07-04,122,"Pristimantis_cruentus","t",1
"602","Pristimantis","gaigei",0,"Rocky_Road","y",7,4,2004,NA,"Strabomantidae",2004-07-04,122,"Pristimantis_gaigei","t",1
"604","Pristimantis","museosus",0,"Rocky_Road","y",7,4,2004,NA,"Strabomantidae",2004-07-04,122,"Pristimantis_museosus","t",1
"606","Pristimantis","pardalis",0,"Rocky_Road","y",7,3,2004,NA,"Strabomantidae",2004-07-03,121,"Pristimantis_pardalis","t",1
"608","Sachatamia","ilex",0,"Loop_Stream","y",7,2,2004,NA,"Centrolenidae",2004-07-02,120,"Sachatamia_ilex","s",1
"609","Sachatamia","ilex",0,"Loop_Stream","y",7,2,2004,NA,"Centrolenidae",2004-07-02,120,"Sachatamia_ilex","s",1
"610","Silverstonia","nubicola",0,"Loop_Stream","y",7,5,2004,NA,"Dendrobatidae",2004-07-05,123,"Silverstonia_nubicola","s",1
"613","Atelopus","varius",0,"Loop_Stream","y",6,1,2004,NA,"Bufonidae",2004-06-01,89,"Atelopus_varius","s",1
"614","Atelopus","varius",0,"Loop_Stream","y",6,1,2004,NA,"Bufonidae",2004-06-01,89,"Atelopus_varius","s",1
"615","Atelopus","varius",0,"Loop_Stream","y",6,1,2004,NA,"Bufonidae",2004-06-01,89,"Atelopus_varius","s",1
"620","Craugastor","punctariolus",0,"Loop_Stream","y",6,1,2004,NA,"Craugastoridae",2004-06-01,89,"Craugastor_punctariolus","s",1
"622","Craugastor","talamancae",0,"Loop_Stream","y",6,1,2004,NA,"Craugastoridae",2004-06-01,89,"Craugastor_talamancae","s",1
"626","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"627","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"628","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"629","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"630","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"631","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"632","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"633","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"634","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"635","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"636","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"637","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"638","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"639","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"640","Espadarana","prosoblepon",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Espadarana_prosoblepon","s",1
"643","Hyalinobatrachium","chirripoi",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Hyalinobatrachium_chirripoi","s",1
"644","Hyalinobatrachium","chirripoi",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Hyalinobatrachium_chirripoi","s",1
"645","Hyalinobatrachium","chirripoi",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Hyalinobatrachium_chirripoi","s",1
"646","Hyalinobatrachium","colymbiphyllum",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Hyalinobatrachium_colymbiphyllum","s",1
"664","Pristimantis","cruentus",0,"Loop_Stream","y",6,1,2004,NA,"Strabomantidae",2004-06-01,89,"Pristimantis_cruentus","s",1
"677","Sachatamia","albomaculata",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Sachatamia_albomaculata","s",1
"678","Sachatamia","ilex",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Sachatamia_ilex","s",1
"679","Sachatamia","ilex",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Sachatamia_ilex","s",1
"680","Sachatamia","ilex",0,"Loop_Stream","y",6,1,2004,NA,"Centrolenidae",2004-06-01,89,"Sachatamia_ilex","s",1
"683","Strabomantis","bufoniformis",0,"Loop_Stream","y",6,1,2004,NA,"Strabomantidae",2004-06-01,89,"Strabomantis_bufoniformis","s",1
"728","Hylomantis","lemur",0,"Main_Trail","y",11,7,2004,NA,"Hylidae",2004-11-07,248,"Hylomantis_lemur","t",1
"729","Hylomantis","lemur",0,"Main_Trail","y",11,7,2004,NA,"Hylidae",2004-11-07,248,"Hylomantis_lemur","t",1
"730","Hylomantis","lemur",0,"Main_Trail","y",11,7,2004,NA,"Hylidae",2004-11-07,248,"Hylomantis_lemur","t",1
"731","Hylomantis","lemur",0.03550298,"Main_Trail","y",11,13,2004,NA,"Hylidae",2004-11-13,254,"Hylomantis_lemur","t",1
"732","Hylomantis","lemur",0,"Main_Trail","y",11,27,2004,NA,"Hylidae",2004-11-27,268,"Hylomantis_lemur","t",1
"733","Hylomantis","lemur",0,"Verrugosa","y",11,30,2004,NA,"Hylidae",2004-11-30,271,"Hylomantis_lemur","t",1
"734","Hylomantis","lemur",0,"Verrugosa","y",11,30,2004,NA,"Hylidae",2004-11-30,271,"Hylomantis_lemur","t",1
"735","Atelopus","varius",264.35814,"Loop_Stream","y",11,2,2004,NA,"Bufonidae",2004-11-02,243,"Atelopus_varius","s",1
"736","Atelopus","varius",3.273104,"Loop_Stream","y",11,2,2004,NA,"Bufonidae",2004-11-02,243,"Atelopus_varius","s",1
"737","Atelopus","varius",0.111469805,"Loop_Stream","y",11,2,2004,NA,"Bufonidae",2004-11-02,243,"Atelopus_varius","s",1
"738","Atelopus","varius",0.002634157,"Loop_Stream","y",11,2,2004,NA,"Bufonidae",2004-11-02,243,"Atelopus_varius","s",1
"739","Atelopus","varius",16.198859,"Loop_Stream","y",11,2,2004,NA,"Bufonidae",2004-11-02,243,"Atelopus_varius","s",1
"740","Atelopus","varius",0,"Silenciosa","y",11,3,2004,NA,"Bufonidae",2004-11-03,244,"Atelopus_varius","s",1
"741","Atelopus","varius",5.287654,"Silenciosa","y",11,3,2004,NA,"Bufonidae",2004-11-03,244,"Atelopus_varius","s",1
"742","Atelopus","varius",0.4185481,"Silenciosa","y",11,3,2004,NA,"Bufonidae",2004-11-03,244,"Atelopus_varius","s",1
"743","Atelopus","varius",173.68146,"Loop_Stream","y",11,4,2004,NA,"Bufonidae",2004-11-04,245,"Atelopus_varius","s",1
"744","Atelopus","varius",12.657993,"Loop_Stream","y",11,4,2004,NA,"Bufonidae",2004-11-04,245,"Atelopus_varius","s",1
"745","Atelopus","varius",337.14342,"Guabal","y",11,5,2004,NA,"Bufonidae",2004-11-05,246,"Atelopus_varius","s",1
"746","Atelopus","varius",10.147413,"Guabal","y",11,5,2004,NA,"Bufonidae",2004-11-05,246,"Atelopus_varius","s",1
"747","Atelopus","varius",5376.336,"Cascada","y",11,5,2004,NA,"Bufonidae",2004-11-05,246,"Atelopus_varius","s",1
"748","Atelopus","varius",0,"Cascada","y",11,5,2004,NA,"Bufonidae",2004-11-05,246,"Atelopus_varius","s",1
"749","Atelopus","varius",0.19094385,"Cascada","y",11,5,2004,NA,"Bufonidae",2004-11-05,246,"Atelopus_varius","s",1
"750","Atelopus","varius",57.94268,"Cascada","y",11,5,2004,NA,"Bufonidae",2004-11-05,246,"Atelopus_varius","s",1
"751","Atelopus","varius",93.072563,"Cascada","y",11,5,2004,NA,"Bufonidae",2004-11-05,246,"Atelopus_varius","s",1
"752","Atelopus","varius",0,"Cascada","y",11,5,2004,NA,"Bufonidae",2004-11-05,246,"Atelopus_varius","s",1
"753","Atelopus","varius",1.2188283,"Cascada","y",11,5,2004,NA,"Bufonidae",2004-11-05,246,"Atelopus_varius","s",1
"754","Atelopus","varius",0.23782358,"Guabal","y",11,6,2004,NA,"Bufonidae",2004-11-06,247,"Atelopus_varius","s",1
"755","Atelopus","varius",0.36061164,"Guabal","y",11,6,2004,NA,"Bufonidae",2004-11-06,247,"Atelopus_varius","s",1
"756","Atelopus","varius",12.0649524,"Guabal","y",11,6,2004,NA,"Bufonidae",2004-11-06,247,"Atelopus_varius","s",1
"757","Atelopus","varius",0,"Guabal","y",11,6,2004,NA,"Bufonidae",2004-11-06,247,"Atelopus_varius","s",1
"758","Atelopus","varius",71.88241,"Guabal","y",11,6,2004,NA,"Bufonidae",2004-11-06,247,"Atelopus_varius","s",1
"759","Atelopus","varius",12.614767,"Guabal","y",11,7,2004,NA,"Bufonidae",2004-11-07,248,"Atelopus_varius","s",1
"760","Atelopus","varius",86.490375,"Guabal","y",11,7,2004,NA,"Bufonidae",2004-11-07,248,"Atelopus_varius","s",1
"761","Atelopus","varius",0,"Cascada","y",11,7,2004,NA,"Bufonidae",2004-11-07,248,"Atelopus_varius","s",1
"762","Atelopus","varius",0.4445517,"Silenciosa","y",11,8,2004,NA,"Bufonidae",2004-11-08,249,"Atelopus_varius","s",1
"763","Atelopus","varius",2.2706997,"Silenciosa","y",11,8,2004,NA,"Bufonidae",2004-11-08,249,"Atelopus_varius","s",1
"764","Atelopus","varius",0.30390513,"Silenciosa","y",11,8,2004,NA,"Bufonidae",2004-11-08,249,"Atelopus_varius","s",1
"765","Atelopus","varius",0.011829752,"Loop_Stream","y",11,9,2004,NA,"Bufonidae",2004-11-09,250,"Atelopus_varius","s",1
"766","Atelopus","varius",2694.85,"Loop_Stream","y",11,9,2004,"Dying","Bufonidae",2004-11-09,250,"Atelopus_varius","s",1
"767","Atelopus","varius",45.628375,"Loop_Stream","y",11,9,2004,NA,"Bufonidae",2004-11-09,250,"Atelopus_varius","s",1
"768","Atelopus","varius",3.5699245,"Loop_Stream","y",11,9,2004,NA,"Bufonidae",2004-11-09,250,"Atelopus_varius","s",1
"769","Atelopus","varius",8473.53,"Guabal","y",11,11,2004,"Dead","Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"770","Atelopus","varius",221.31274,"Guabal","y",11,11,2004,NA,"Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"771","Atelopus","varius",142.25354,"Guabal","y",11,11,2004,NA,"Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"772","Atelopus","varius",0.006144249,"Cascada","y",11,11,2004,NA,"Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"773","Atelopus","varius",218.45946,"Guabal","y",11,11,2004,NA,"Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"774","Atelopus","varius",2603.1809,"Guabal","y",11,11,2004,NA,"Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"775","Atelopus","varius",4.062304,"Guabal","y",11,11,2004,NA,"Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"776","Atelopus","varius",12358.24,"Guabal","y",11,11,2004,NA,"Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"777","Atelopus","varius",77.525306,"Guabal","y",11,11,2004,NA,"Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"778","Atelopus","varius",0,"Guabal","y",11,11,2004,NA,"Bufonidae",2004-11-11,252,"Atelopus_varius","s",1
"779","Atelopus","varius",49694.26,"Silenciosa","y",11,12,2004,NA,"Bufonidae",2004-11-12,253,"Atelopus_varius","s",1
"780","Atelopus","varius",3.9013498,"Silenciosa","y",11,12,2004,NA,"Bufonidae",2004-11-12,253,"Atelopus_varius","s",1
"781","Atelopus","varius",1874.3807,"Silenciosa","y",11,12,2004,NA,"Bufonidae",2004-11-12,253,"Atelopus_varius","s",1
"782","Atelopus","varius",50.074345,"Cascada","y",11,12,2004,NA,"Bufonidae",2004-11-12,253,"Atelopus_varius","s",1
"783","Atelopus","varius",156.14382,"Guabal","y",11,13,2004,NA,"Bufonidae",2004-11-13,254,"Atelopus_varius","s",1
"784","Atelopus","varius",0.000410893,"Guabal","y",11,13,2004,NA,"Bufonidae",2004-11-13,254,"Atelopus_varius","s",1
"785","Atelopus","varius",50317.526,"Guabal","y",11,13,2004,NA,"Bufonidae",2004-11-13,254,"Atelopus_varius","s",1
"786","Atelopus","varius",10029.6776,"Cascada","y",11,14,2004,"Dead","Bufonidae",2004-11-14,255,"Atelopus_varius","s",1
"787","Atelopus","varius",128.89466,"Silenciosa","y",11,14,2004,NA,"Bufonidae",2004-11-14,255,"Atelopus_varius","s",1
"788","Atelopus","varius",32.799554,"Silenciosa","y",11,14,2004,NA,"Bufonidae",2004-11-14,255,"Atelopus_varius","s",1
"789","Atelopus","varius",4.2078953,"Silenciosa","y",11,14,2004,NA,"Bufonidae",2004-11-14,255,"Atelopus_varius","s",1
"790","Atelopus","varius",14.419533,"Silenciosa","y",11,14,2004,NA,"Bufonidae",2004-11-14,255,"Atelopus_varius","s",1
"791","Atelopus","varius",0.023695115,"Silenciosa","y",11,14,2004,NA,"Bufonidae",2004-11-14,255,"Atelopus_varius","s",1
"792","Atelopus","varius",702.7724,"Silenciosa","y",11,14,2004,NA,"Bufonidae",2004-11-14,255,"Atelopus_varius","s",1
"793","Atelopus","varius",4082.7045,"Guabal","y",11,15,2004,NA,"Bufonidae",2004-11-15,256,"Atelopus_varius","s",1
"794","Atelopus","varius",1446.077,"Guabal","y",11,15,2004,NA,"Bufonidae",2004-11-15,256,"Atelopus_varius","s",1
"795","Atelopus","varius",11639.982,"Guabal","y",11,15,2004,NA,"Bufonidae",2004-11-15,256,"Atelopus_varius","s",1
"796","Atelopus","varius",24.280798,"Loop_Stream","y",11,15,2004,NA,"Bufonidae",2004-11-15,256,"Atelopus_varius","s",1
"797","Atelopus","varius",0,"Silenciosa","y",11,18,2004,NA,"Bufonidae",2004-11-18,259,"Atelopus_varius","s",1
"798","Atelopus","varius",0,"Silenciosa","y",11,18,2004,NA,"Bufonidae",2004-11-18,259,"Atelopus_varius","s",1
"799","Atelopus","varius",189.49771,"Silenciosa","y",11,18,2004,NA,"Bufonidae",2004-11-18,259,"Atelopus_varius","s",1
"800","Atelopus","varius",128.01024,"Silenciosa","y",11,18,2004,NA,"Bufonidae",2004-11-18,259,"Atelopus_varius","s",1
"801","Atelopus","varius",14183.914,"Silenciosa","y",11,18,2004,NA,"Bufonidae",2004-11-18,259,"Atelopus_varius","s",1
"802","Atelopus","varius",30.530986,"Guabal","y",11,19,2004,NA,"Bufonidae",2004-11-19,260,"Atelopus_varius","s",1
"803","Atelopus","varius",0.01562659,"Guabal","y",11,24,2004,NA,"Bufonidae",2004-11-24,265,"Atelopus_varius","s",1
"804","Atelopus","varius",19.390069,"Guabal","y",11,24,2004,NA,"Bufonidae",2004-11-24,265,"Atelopus_varius","s",1
"805","Atelopus","varius",6447.187,"Guabal","y",11,27,2004,"Dying","Bufonidae",2004-11-27,268,"Atelopus_varius","s",1
"806","Atelopus","varius",2.016919,"Guabal","y",11,27,2004,NA,"Bufonidae",2004-11-27,268,"Atelopus_varius","s",1
"807","Atelopus","varius",13.240905,"Guabal","y",11,27,2004,NA,"Bufonidae",2004-11-27,268,"Atelopus_varius","s",1
"808","Atelopus","varius",0,"Silenciosa","y",11,30,2004,NA,"Bufonidae",2004-11-30,271,"Atelopus_varius","s",1
"809","Bolitoglossa","schizodactyla",0,"Main_Trail","y",11,7,2004,NA,"Plethodontidae",2004-11-07,248,"Bolitoglossa_schizodactyla","t",1
"810","Bolitoglossa","schizodactyla",0,"Loop_Trail","y",11,10,2004,NA,"Plethodontidae",2004-11-10,251,"Bolitoglossa_schizodactyla","t",1
"811","Bolitoglossa","schizodactyla",0,"Loop_Trail","y",11,10,2004,NA,"Plethodontidae",2004-11-10,251,"Bolitoglossa_schizodactyla","t",1
"812","Bolitoglossa","schizodactyla",0,"Loop_Trail","y",11,10,2004,NA,"Plethodontidae",2004-11-10,251,"Bolitoglossa_schizodactyla","t",1
"813","Bolitoglossa","schizodactyla",0.000338501,"Cascada","y",11,12,2004,NA,"Plethodontidae",2004-11-12,253,"Bolitoglossa_schizodactyla","s",1
"814","Bolitoglossa","schizodactyla",0,"Cascada","y",11,12,2004,NA,"Plethodontidae",2004-11-12,253,"Bolitoglossa_schizodactyla","s",1
"815","Bolitoglossa","schizodactyla",0,"Loop_Trail","y",11,17,2004,NA,"Plethodontidae",2004-11-17,258,"Bolitoglossa_schizodactyla","t",1
"816","Bolitoglossa","schizodactyla",0,"Guabal","y",11,19,2004,NA,"Plethodontidae",2004-11-19,260,"Bolitoglossa_schizodactyla","s",1
"817","Bolitoglossa","schizodactyla",1.246768,"Guabal","y",11,19,2004,NA,"Plethodontidae",2004-11-19,260,"Bolitoglossa_schizodactyla","s",1
"818","Bolitoglossa","schizodactyla",0,"Guabal","y",11,19,2004,NA,"Plethodontidae",2004-11-19,260,"Bolitoglossa_schizodactyla","s",1
"819","Bolitoglossa","schizodactyla",0,"Cascada","y",11,23,2004,NA,"Plethodontidae",2004-11-23,264,"Bolitoglossa_schizodactyla","s",1
"820","Bolitoglossa","schizodactyla",0,"Verrugosa","y",11,30,2004,NA,"Plethodontidae",2004-11-30,271,"Bolitoglossa_schizodactyla","t",1
"821","Bolitoglossa","schizodactyla",0,"Verrugosa","y",11,30,2004,NA,"Plethodontidae",2004-11-30,271,"Bolitoglossa_schizodactyla","t",1
"822","Bolitoglossa","schizodactyla",0,"Verrugosa","y",11,30,2004,NA,"Plethodontidae",2004-11-30,271,"Bolitoglossa_schizodactyla","t",1
"823","Cochranella","euknemos",0,"Loop_Trail","y",11,17,2004,NA,"Centrolenidae",2004-11-17,258,"Cochranella_euknemos","t",1
"824","Cochranella","euknemos",2.6682155,"Verrugosa","y",11,30,2004,NA,"Centrolenidae",2004-11-30,271,"Cochranella_euknemos","t",1
"825","Colostethus","panamansis",0,"Loop_Stream","y",11,1,2004,NA,"Dendrobatidae",2004-11-01,242,"Colostethus_panamansis","s",1
"826","Colostethus","panamansis",12.609151,"Loop_Stream","y",11,3,2004,NA,"Dendrobatidae",2004-11-03,244,"Colostethus_panamansis","s",1
"827","Colostethus","panamansis",612.5347,"Loop_Stream","y",11,3,2004,NA,"Dendrobatidae",2004-11-03,244,"Colostethus_panamansis","s",1
"828","Colostethus","panamansis",305.87869,"Loop_Stream","y",11,4,2004,NA,"Dendrobatidae",2004-11-04,245,"Colostethus_panamansis","s",1
"829","Colostethus","panamansis",9285.798,"Cascada","y",11,5,2004,"Dying","Dendrobatidae",2004-11-05,246,"Colostethus_panamansis","s",1
"830","Colostethus","panamansis",79.99029,"Loop_Stream","y",11,8,2004,NA,"Dendrobatidae",2004-11-08,249,"Colostethus_panamansis","s",1
"831","Colostethus","panamansis",109.96566,"Silenciosa","y",11,12,2004,"Dying","Dendrobatidae",2004-11-12,253,"Colostethus_panamansis","s",1
"832","Colostethus","panamansis",130.38616,"Loop_Stream","y",11,18,2004,NA,"Dendrobatidae",2004-11-18,259,"Colostethus_panamansis","s",1
"833","Colostethus","panamansis",1359.0224,"Silenciosa","y",11,23,2004,NA,"Dendrobatidae",2004-11-23,264,"Colostethus_panamansis","s",1
"834","Colostethus","panamansis",107.98674,"Cascada","y",11,24,2004,NA,"Dendrobatidae",2004-11-24,265,"Colostethus_panamansis","s",1
"835","Craugastor","bransfordii",385.90481,"Cascada","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_bransfordii","s",1
"836","Craugastor","crassidigitus",0.001072662,"Silenciosa","y",11,3,2004,NA,"Craugastoridae",2004-11-03,244,"Craugastor_crassidigitus","s",1
"837","Craugastor","crassidigitus",0,"Loop_Trail","y",11,4,2004,NA,"Craugastoridae",2004-11-04,245,"Craugastor_crassidigitus","t",1
"838","Craugastor","crassidigitus",0,"Loop_Trail","y",11,4,2004,NA,"Craugastoridae",2004-11-04,245,"Craugastor_crassidigitus","t",1
"839","Craugastor","crassidigitus",0,"Loop_Trail","y",11,4,2004,NA,"Craugastoridae",2004-11-04,245,"Craugastor_crassidigitus","t",1
"840","Craugastor","crassidigitus",98.70265,"Guabal","y",11,7,2004,"Dying","Craugastoridae",2004-11-07,248,"Craugastor_crassidigitus","s",1
"841","Craugastor","crassidigitus",8.3158314,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_crassidigitus","t",1
"842","Craugastor","crassidigitus",0,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_crassidigitus","t",1
"843","Craugastor","crassidigitus",0,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_crassidigitus","t",1
"844","Craugastor","crassidigitus",0.002225699,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_crassidigitus","t",1
"845","Craugastor","crassidigitus",0,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_crassidigitus","t",1
"846","Craugastor","crassidigitus",0,"Loop_Trail","y",11,10,2004,NA,"Craugastoridae",2004-11-10,251,"Craugastor_crassidigitus","t",1
"847","Craugastor","crassidigitus",0,"Loop_Trail","y",11,10,2004,NA,"Craugastoridae",2004-11-10,251,"Craugastor_crassidigitus","t",1
"848","Craugastor","crassidigitus",0.004266841,"Loop_Trail","y",11,10,2004,NA,"Craugastoridae",2004-11-10,251,"Craugastor_crassidigitus","t",1
"849","Craugastor","crassidigitus",741.3894,"Guabal","y",11,13,2004,"Dying","Craugastoridae",2004-11-13,254,"Craugastor_crassidigitus","s",1
"850","Craugastor","crassidigitus",0,"Main_Trail","y",11,13,2004,NA,"Craugastoridae",2004-11-13,254,"Craugastor_crassidigitus","t",1
"851","Craugastor","crassidigitus",0,"Loop_Trail","y",11,17,2004,NA,"Craugastoridae",2004-11-17,258,"Craugastor_crassidigitus","t",1
"852","Craugastor","crassidigitus",0,"Loop_Trail","y",11,17,2004,NA,"Craugastoridae",2004-11-17,258,"Craugastor_crassidigitus","t",1
"853","Craugastor","crassidigitus",0,"Loop_Trail","y",11,17,2004,NA,"Craugastoridae",2004-11-17,258,"Craugastor_crassidigitus","t",1
"854","Craugastor","crassidigitus",0,"Loop_Trail","y",11,17,2004,NA,"Craugastoridae",2004-11-17,258,"Craugastor_crassidigitus","t",1
"855","Craugastor","crassidigitus",0,"Main_Trail","y",11,27,2004,NA,"Craugastoridae",2004-11-27,268,"Craugastor_crassidigitus","t",1
"856","Craugastor","crassidigitus",0,"Main_Trail","y",11,27,2004,NA,"Craugastoridae",2004-11-27,268,"Craugastor_crassidigitus","t",1
"857","Craugastor","crassidigitus",0.8619769,"Verrugosa","y",11,30,2004,NA,"Craugastoridae",2004-11-30,271,"Craugastor_crassidigitus","t",1
"858","Craugastor","crassidigitus",0,"Verrugosa","y",11,30,2004,NA,"Craugastoridae",2004-11-30,271,"Craugastor_crassidigitus","t",1
"859","Craugastor","crassidigitus",0,"Verrugosa","y",11,30,2004,NA,"Craugastoridae",2004-11-30,271,"Craugastor_crassidigitus","t",1
"860","Craugastor","crassidigitus",0.7936362,"Verrugosa","y",11,30,2004,NA,"Craugastoridae",2004-11-30,271,"Craugastor_crassidigitus","t",1
"861","Craugastor","crassidigitus",0.000183088,"Verrugosa","y",11,30,2004,NA,"Craugastoridae",2004-11-30,271,"Craugastor_crassidigitus","t",1
