"","genus","species","zsp","loc","park","month","day","year","status","family","date","julDay","genusSpecies","habtype","Num"
"862","Craugastor","gollmeri",0,"Loop_Trail","y",11,4,2004,NA,"Craugastoridae",2004-11-04,245,"Craugastor_gollmeri","t",1
"863","Craugastor","gollmeri",0,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_gollmeri","t",1
"864","Craugastor","gollmeri",0,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_gollmeri","t",1
"865","Craugastor","gollmeri",0.65190587,"Main_Trail","y",11,13,2004,NA,"Craugastoridae",2004-11-13,254,"Craugastor_gollmeri","t",1
"866","Craugastor","gollmeri",0,"Verrugosa","y",11,30,2004,NA,"Craugastoridae",2004-11-30,271,"Craugastor_gollmeri","t",1
"867","Craugastor","megacephalus",2.4422746,"Loop_Trail","y",11,2,2004,NA,"Craugastoridae",2004-11-02,243,"Craugastor_megacephalus","t",1
"868","Craugastor","megacephalus",0,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_megacephalus","t",1
"869","Craugastor","noblei",0,"Loop_Trail","y",11,4,2004,NA,"Craugastoridae",2004-11-04,245,"Craugastor_noblei","t",1
"870","Craugastor","noblei",0.002123868,"Loop_Trail","y",11,17,2004,NA,"Craugastoridae",2004-11-17,258,"Craugastor_noblei","t",1
"871","Craugastor","tabasarae",322.58685,"Cascada","y",11,5,2004,NA,"Craugastoridae",2004-11-05,246,"Craugastor_tabasarae","s",1
"872","Craugastor","talamancae",30.509454,"Loop_Stream","y",11,2,2004,NA,"Craugastoridae",2004-11-02,243,"Craugastor_talamancae","s",1
"873","Craugastor","talamancae",83.868635,"Loop_Stream","y",11,2,2004,NA,"Craugastoridae",2004-11-02,243,"Craugastor_talamancae","s",1
"874","Craugastor","talamancae",2.5727574,"Silenciosa","y",11,3,2004,NA,"Craugastoridae",2004-11-03,244,"Craugastor_talamancae","s",1
"875","Craugastor","talamancae",0,"Loop_Trail","y",11,4,2004,NA,"Craugastoridae",2004-11-04,245,"Craugastor_talamancae","t",1
"876","Craugastor","talamancae",0,"Loop_Trail","y",11,4,2004,NA,"Craugastoridae",2004-11-04,245,"Craugastor_talamancae","t",1
"877","Craugastor","talamancae",2.7232159,"Loop_Trail","y",11,4,2004,NA,"Craugastoridae",2004-11-04,245,"Craugastor_talamancae","t",1
"878","Craugastor","talamancae",0,"Loop_Trail","y",11,4,2004,NA,"Craugastoridae",2004-11-04,245,"Craugastor_talamancae","t",1
"879","Craugastor","talamancae",87.05374,"Guabal","y",11,6,2004,"Dying","Craugastoridae",2004-11-06,247,"Craugastor_talamancae","s",1
"880","Craugastor","talamancae",0,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_talamancae","t",1
"881","Craugastor","talamancae",0,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_talamancae","t",1
"882","Craugastor","talamancae",0,"Main_Trail","y",11,7,2004,NA,"Craugastoridae",2004-11-07,248,"Craugastor_talamancae","t",1
"883","Craugastor","talamancae",1.6368115,"Silenciosa","y",11,8,2004,NA,"Craugastoridae",2004-11-08,249,"Craugastor_talamancae","s",1
"884","Craugastor","talamancae",4.221038,"Silenciosa","y",11,8,2004,NA,"Craugastoridae",2004-11-08,249,"Craugastor_talamancae","s",1
"885","Craugastor","talamancae",214.07268,"Loop_Stream","y",11,9,2004,"Dead","Craugastoridae",2004-11-09,250,"Craugastor_talamancae","s",1
"886","Craugastor","talamancae",0.004957121,"Loop_Stream","y",11,9,2004,NA,"Craugastoridae",2004-11-09,250,"Craugastor_talamancae","s",1
"887","Craugastor","talamancae",0,"Loop_Trail","y",11,10,2004,NA,"Craugastoridae",2004-11-10,251,"Craugastor_talamancae","t",1
"888","Craugastor","talamancae",0,"Loop_Trail","y",11,10,2004,NA,"Craugastoridae",2004-11-10,251,"Craugastor_talamancae","t",1
"889","Craugastor","talamancae",0,"Loop_Trail","y",11,10,2004,NA,"Craugastoridae",2004-11-10,251,"Craugastor_talamancae","t",1
"890","Craugastor","talamancae",0.011049733,"Main_Trail","y",11,13,2004,NA,"Craugastoridae",2004-11-13,254,"Craugastor_talamancae","t",1
"891","Craugastor","talamancae",758.0624,"Cascada","y",11,14,2004,"Dead","Craugastoridae",2004-11-14,255,"Craugastor_talamancae","s",1
"892","Craugastor","talamancae",1285.0047,"Silenciosa","y",11,14,2004,"Dying","Craugastoridae",2004-11-14,255,"Craugastor_talamancae","s",1
"893","Craugastor","talamancae",41.26253,"Guabal","y",11,15,2004,NA,"Craugastoridae",2004-11-15,256,"Craugastor_talamancae","s",1
"894","Craugastor","talamancae",0,"Loop_Trail","y",11,17,2004,NA,"Craugastoridae",2004-11-17,258,"Craugastor_talamancae","t",1
"895","Craugastor","talamancae",0,"Loop_Trail","y",11,17,2004,NA,"Craugastoridae",2004-11-17,258,"Craugastor_talamancae","t",1
"896","Craugastor","talamancae",0,"Main_Trail","y",11,27,2004,NA,"Craugastoridae",2004-11-27,268,"Craugastor_talamancae","t",1
"897","Craugastor","talamancae",0,"Main_Trail","y",11,27,2004,NA,"Craugastoridae",2004-11-27,268,"Craugastor_talamancae","t",1
"898","Craugastor","talamancae",0,"Main_Trail","y",11,27,2004,NA,"Craugastoridae",2004-11-27,268,"Craugastor_talamancae","t",1
"899","Craugastor","talamancae",3526.283,"Silenciosa","y",11,28,2004,NA,"Craugastoridae",2004-11-28,269,"Craugastor_talamancae","s",1
"900","Craugastor","talamancae",0,"Verrugosa","y",11,30,2004,NA,"Craugastoridae",2004-11-30,271,"Craugastor_talamancae","t",1
"901","Craugastor","talamancae",0,"Verrugosa","y",11,30,2004,NA,"Craugastoridae",2004-11-30,271,"Craugastor_talamancae","t",1
"908","Espadarana","prosoblepon",0.008926534,"Loop_Stream","y",11,2,2004,NA,"Centrolenidae",2004-11-02,243,"Espadarana_prosoblepon","s",1
"909","Espadarana","prosoblepon",0.24103287,"Loop_Stream","y",11,2,2004,NA,"Centrolenidae",2004-11-02,243,"Espadarana_prosoblepon","s",1
"910","Espadarana","prosoblepon",0.022819746,"Loop_Stream","y",11,2,2004,NA,"Centrolenidae",2004-11-02,243,"Espadarana_prosoblepon","s",1
"911","Espadarana","prosoblepon",0,"Loop_Stream","y",11,2,2004,NA,"Centrolenidae",2004-11-02,243,"Espadarana_prosoblepon","s",1
"912","Espadarana","prosoblepon",0,"Loop_Stream","y",11,2,2004,NA,"Centrolenidae",2004-11-02,243,"Espadarana_prosoblepon","s",1
"913","Espadarana","prosoblepon",2.1359727,"Loop_Stream","y",11,2,2004,NA,"Centrolenidae",2004-11-02,243,"Espadarana_prosoblepon","s",1
"914","Espadarana","prosoblepon",8.4330164,"Loop_Stream","y",11,2,2004,NA,"Centrolenidae",2004-11-02,243,"Espadarana_prosoblepon","s",1
"915","Espadarana","prosoblepon",0,"Silenciosa","y",11,3,2004,NA,"Centrolenidae",2004-11-03,244,"Espadarana_prosoblepon","s",1
"916","Espadarana","prosoblepon",0,"Loop_Trail","y",11,4,2004,NA,"Centrolenidae",2004-11-04,245,"Espadarana_prosoblepon","t",1
"917","Espadarana","prosoblepon",10.4698464,"Cascada","y",11,5,2004,NA,"Centrolenidae",2004-11-05,246,"Espadarana_prosoblepon","s",1
"918","Espadarana","prosoblepon",10.608718,"Cascada","y",11,5,2004,NA,"Centrolenidae",2004-11-05,246,"Espadarana_prosoblepon","s",1
"919","Espadarana","prosoblepon",0.000128556,"Cascada","y",11,5,2004,NA,"Centrolenidae",2004-11-05,246,"Espadarana_prosoblepon","s",1
"920","Espadarana","prosoblepon",0,"Cascada","y",11,5,2004,NA,"Centrolenidae",2004-11-05,246,"Espadarana_prosoblepon","s",1
"921","Espadarana","prosoblepon",0.001067487,"Cascada","y",11,5,2004,NA,"Centrolenidae",2004-11-05,246,"Espadarana_prosoblepon","s",1
"922","Espadarana","prosoblepon",0,"Cascada","y",11,5,2004,NA,"Centrolenidae",2004-11-05,246,"Espadarana_prosoblepon","s",1
"923","Espadarana","prosoblepon",3.208208,"Silenciosa","y",11,8,2004,NA,"Centrolenidae",2004-11-08,249,"Espadarana_prosoblepon","s",1
"924","Espadarana","prosoblepon",0,"Silenciosa","y",11,8,2004,NA,"Centrolenidae",2004-11-08,249,"Espadarana_prosoblepon","s",1
"925","Espadarana","prosoblepon",0.000424916,"Silenciosa","y",11,8,2004,NA,"Centrolenidae",2004-11-08,249,"Espadarana_prosoblepon","s",1
"926","Espadarana","prosoblepon",0.008848436,"Loop_Stream","y",11,9,2004,NA,"Centrolenidae",2004-11-09,250,"Espadarana_prosoblepon","s",1
"927","Espadarana","prosoblepon",0,"Loop_Stream","y",11,9,2004,NA,"Centrolenidae",2004-11-09,250,"Espadarana_prosoblepon","s",1
"928","Espadarana","prosoblepon",0.001421627,"Loop_Stream","y",11,9,2004,NA,"Centrolenidae",2004-11-09,250,"Espadarana_prosoblepon","s",1
"929","Espadarana","prosoblepon",0.005420645,"Loop_Stream","y",11,9,2004,NA,"Centrolenidae",2004-11-09,250,"Espadarana_prosoblepon","s",1
"930","Espadarana","prosoblepon",0.000527166,"Loop_Stream","y",11,9,2004,NA,"Centrolenidae",2004-11-09,250,"Espadarana_prosoblepon","s",1
"931","Espadarana","prosoblepon",0.016281877,"Loop_Stream","y",11,9,2004,NA,"Centrolenidae",2004-11-09,250,"Espadarana_prosoblepon","s",1
"932","Espadarana","prosoblepon",0.005947787,"Cascada","y",11,12,2004,NA,"Centrolenidae",2004-11-12,253,"Espadarana_prosoblepon","s",1
"933","Espadarana","prosoblepon",0,"Cascada","y",11,12,2004,NA,"Centrolenidae",2004-11-12,253,"Espadarana_prosoblepon","s",1
"934","Espadarana","prosoblepon",0.62066964,"Cascada","y",11,12,2004,NA,"Centrolenidae",2004-11-12,253,"Espadarana_prosoblepon","s",1
"935","Espadarana","prosoblepon",0.010529969,"Cascada","y",11,12,2004,NA,"Centrolenidae",2004-11-12,253,"Espadarana_prosoblepon","s",1
"936","Espadarana","prosoblepon",5.4252524,"Silenciosa","y",11,14,2004,NA,"Centrolenidae",2004-11-14,255,"Espadarana_prosoblepon","s",1
"937","Espadarana","prosoblepon",0.024349797,"Silenciosa","y",11,14,2004,NA,"Centrolenidae",2004-11-14,255,"Espadarana_prosoblepon","s",1
"938","Espadarana","prosoblepon",0,"Loop_Stream","y",11,15,2004,NA,"Centrolenidae",2004-11-15,256,"Espadarana_prosoblepon","s",1
"939","Espadarana","prosoblepon",1.1353254,"Loop_Stream","y",11,15,2004,NA,"Centrolenidae",2004-11-15,256,"Espadarana_prosoblepon","s",1
"940","Espadarana","prosoblepon",10.65145,"Loop_Stream","y",11,15,2004,NA,"Centrolenidae",2004-11-15,256,"Espadarana_prosoblepon","s",1
"941","Espadarana","prosoblepon",0.00832128,"Loop_Stream","y",11,15,2004,NA,"Centrolenidae",2004-11-15,256,"Espadarana_prosoblepon","s",1
"942","Espadarana","prosoblepon",0,"Cascada","y",11,23,2004,NA,"Centrolenidae",2004-11-23,264,"Espadarana_prosoblepon","s",1
"943","Espadarana","prosoblepon",1.3732698,"Cascada","y",11,23,2004,NA,"Centrolenidae",2004-11-23,264,"Espadarana_prosoblepon","s",1
"944","Espadarana","prosoblepon",0,"Cascada","y",11,23,2004,NA,"Centrolenidae",2004-11-23,264,"Espadarana_prosoblepon","s",1
"945","Espadarana","prosoblepon",0,"Cascada","y",11,23,2004,NA,"Centrolenidae",2004-11-23,264,"Espadarana_prosoblepon","s",1
"946","Espadarana","prosoblepon",0,"Cascada","y",11,23,2004,NA,"Centrolenidae",2004-11-23,264,"Espadarana_prosoblepon","s",1
"947","Espadarana","prosoblepon",0.002098763,"Cascada","y",11,23,2004,NA,"Centrolenidae",2004-11-23,264,"Espadarana_prosoblepon","s",1
"949","Hyalinobatrachium","colymbiphyllum",0.006608138,"Loop_Stream","y",11,2,2004,NA,"Centrolenidae",2004-11-02,243,"Hyalinobatrachium_colymbiphyllum","s",1
"950","Hyalinobatrachium","colymbiphyllum",1.4443291,"Loop_Stream","y",11,2,2004,NA,"Centrolenidae",2004-11-02,243,"Hyalinobatrachium_colymbiphyllum","s",1
"951","Hyalinobatrachium","colymbiphyllum",0,"Silenciosa","y",11,3,2004,NA,"Centrolenidae",2004-11-03,244,"Hyalinobatrachium_colymbiphyllum","s",1
"952","Hyalinobatrachium","colymbiphyllum",0,"Silenciosa","y",11,3,2004,NA,"Centrolenidae",2004-11-03,244,"Hyalinobatrachium_colymbiphyllum","s",1
"953","Hyalinobatrachium","colymbiphyllum",0.3839602,"Cascada","y",11,5,2004,NA,"Centrolenidae",2004-11-05,246,"Hyalinobatrachium_colymbiphyllum","s",1
"954","Hyalinobatrachium","colymbiphyllum",5.372832,"Cascada","y",11,5,2004,NA,"Centrolenidae",2004-11-05,246,"Hyalinobatrachium_colymbiphyllum","s",1
"955","Hyalinobatrachium","colymbiphyllum",1.745421,"Cascada","y",11,5,2004,NA,"Centrolenidae",2004-11-05,246,"Hyalinobatrachium_colymbiphyllum","s",1
"956","Hyalinobatrachium","colymbiphyllum",4.394837,"Guabal","y",11,6,2004,NA,"Centrolenidae",2004-11-06,247,"Hyalinobatrachium_colymbiphyllum","s",1
"957","Hyalinobatrachium","colymbiphyllum",0,"Guabal","y",11,6,2004,NA,"Centrolenidae",2004-11-06,247,"Hyalinobatrachium_colymbiphyllum","s",1
"958","Hyalinobatrachium","colymbiphyllum",0,"Silenciosa","y",11,8,2004,NA,"Centrolenidae",2004-11-08,249,"Hyalinobatrachium_colymbiphyllum","s",1
"959","Hyalinobatrachium","colymbiphyllum",0.00032628,"Guabal","y",11,11,2004,NA,"Centrolenidae",2004-11-11,252,"Hyalinobatrachium_colymbiphyllum","s",1
"960","Hyalinobatrachium","colymbiphyllum",13298.149,"Cascada","y",11,12,2004,"Dead","Centrolenidae",2004-11-12,253,"Hyalinobatrachium_colymbiphyllum","s",1
"961","Hyalinobatrachium","colymbiphyllum",0,"Guabal","y",11,19,2004,NA,"Centrolenidae",2004-11-19,260,"Hyalinobatrachium_colymbiphyllum","s",1
"962","Hyalinobatrachium","colymbiphyllum",0.013840948,"Guabal","y",11,19,2004,NA,"Centrolenidae",2004-11-19,260,"Hyalinobatrachium_colymbiphyllum","s",1
"963","Hyalinobatrachium","colymbiphyllum",0,"Guabal","y",11,19,2004,NA,"Centrolenidae",2004-11-19,260,"Hyalinobatrachium_colymbiphyllum","s",1
"964","Hyloscirtus","colymba",0.7365642,"Loop_Stream","y",11,2,2004,NA,"Hylidae",2004-11-02,243,"Hyloscirtus_colymba","s",1
"965","Hyloscirtus","colymba",0.001959657,"Loop_Stream","y",11,2,2004,NA,"Hylidae",2004-11-02,243,"Hyloscirtus_colymba","s",1
"966","Hyloscirtus","colymba",127.92813,"Cascada","y",11,5,2004,NA,"Hylidae",2004-11-05,246,"Hyloscirtus_colymba","s",1
"967","Hyloscirtus","colymba",4.426116,"Loop_Stream","y",11,6,2004,NA,"Hylidae",2004-11-06,247,"Hyloscirtus_colymba","s",1
"968","Hyloscirtus","colymba",46.719095,"Silenciosa","y",11,8,2004,"Dying","Hylidae",2004-11-08,249,"Hyloscirtus_colymba","s",1
"969","Hyloscirtus","colymba",24.03524,"Cascada","y",11,12,2004,"Dying","Hylidae",2004-11-12,253,"Hyloscirtus_colymba","s",1
"970","Hyloscirtus","colymba",17928.407,"Cascada","y",11,15,2004,"Dead","Hylidae",2004-11-15,256,"Hyloscirtus_colymba","s",1
"971","Hyloscirtus","colymba",0,"Loop_Stream","y",11,15,2004,NA,"Hylidae",2004-11-15,256,"Hyloscirtus_colymba","s",1
"972","Hyloscirtus","colymba",0.001156331,"Silenciosa","y",11,28,2004,NA,"Hylidae",2004-11-28,269,"Hyloscirtus_colymba","s",1
"973","Hyloscirtus","palmeri",0,"Loop_Trail","y",11,17,2004,NA,"Hylidae",2004-11-17,258,"Hyloscirtus_palmeri","t",1
"974","Hyloscirtus","palmeri",0,"Guabal","y",11,19,2004,NA,"Hylidae",2004-11-19,260,"Hyloscirtus_palmeri","s",1
"975","Hyloscirtus","palmeri",79.269993,"Guabal","y",11,19,2004,NA,"Hylidae",2004-11-19,260,"Hyloscirtus_palmeri","s",1
"980","Pristimantis","caryophyllaceus",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_caryophyllaceus","t",1
"981","Pristimantis","caryophyllaceus",0,"Loop_Trail","y",11,10,2004,NA,"Strabomantidae",2004-11-10,251,"Pristimantis_caryophyllaceus","t",1
"982","Pristimantis","caryophyllaceus",0,"Main_Trail","y",11,27,2004,NA,"Strabomantidae",2004-11-27,268,"Pristimantis_caryophyllaceus","t",1
"983","Pristimantis","cerasinus",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_cerasinus","t",1
"984","Pristimantis","cerasinus",24.475887,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_cerasinus","t",1
"985","Pristimantis","cerasinus",0.090022795,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_cerasinus","t",1
"986","Pristimantis","cerasinus",0,"Main_Trail","y",11,13,2004,"Dead","Strabomantidae",2004-11-13,254,"Pristimantis_cerasinus","t",1
"987","Pristimantis","cerasinus",0.71357763,"Main_Trail","y",11,13,2004,"Dead","Strabomantidae",2004-11-13,254,"Pristimantis_cerasinus","t",1
"988","Pristimantis","cerasinus",0,"Loop_Trail","y",11,17,2004,NA,"Strabomantidae",2004-11-17,258,"Pristimantis_cerasinus","t",1
"989","Pristimantis","cerasinus",0,"Loop_Trail","y",11,17,2004,"Dying","Strabomantidae",2004-11-17,258,"Pristimantis_cerasinus","t",1
"990","Pristimantis","cerasinus",0,"Main_Trail","y",11,27,2004,NA,"Strabomantidae",2004-11-27,268,"Pristimantis_cerasinus","t",1
"991","Pristimantis","cerasinus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_cerasinus","t",1
"992","Pristimantis","cerasinus",0,"Verrugosa","y",11,30,2004,NA,"Strabomantidae",2004-11-30,271,"Pristimantis_cerasinus","t",1
"993","Pristimantis","cruentus",0,"Loop_Stream","y",11,2,2004,NA,"Strabomantidae",2004-11-02,243,"Pristimantis_cruentus","s",1
"994","Pristimantis","cruentus",32.37335,"Loop_Stream","y",11,2,2004,NA,"Strabomantidae",2004-11-02,243,"Pristimantis_cruentus","s",1
"995","Pristimantis","cruentus",6.7078084,"Loop_Stream","y",11,2,2004,NA,"Strabomantidae",2004-11-02,243,"Pristimantis_cruentus","s",1
"996","Pristimantis","cruentus",150.27623,"Loop_Stream","y",11,2,2004,NA,"Strabomantidae",2004-11-02,243,"Pristimantis_cruentus","s",1
"997","Pristimantis","cruentus",0,"Loop_Stream","y",11,2,2004,NA,"Strabomantidae",2004-11-02,243,"Pristimantis_cruentus","s",1
"998","Pristimantis","cruentus",0,"Loop_Stream","y",11,2,2004,NA,"Strabomantidae",2004-11-02,243,"Pristimantis_cruentus","s",1
"999","Pristimantis","cruentus",42.478442,"Loop_Stream","y",11,2,2004,NA,"Strabomantidae",2004-11-02,243,"Pristimantis_cruentus","s",1
"1000","Pristimantis","cruentus",0,"Silenciosa","y",11,3,2004,NA,"Strabomantidae",2004-11-03,244,"Pristimantis_cruentus","s",1
"1001","Pristimantis","cruentus",0.000861,"Silenciosa","y",11,3,2004,NA,"Strabomantidae",2004-11-03,244,"Pristimantis_cruentus","s",1
"1002","Pristimantis","cruentus",0.00228251,"Silenciosa","y",11,3,2004,NA,"Strabomantidae",2004-11-03,244,"Pristimantis_cruentus","s",1
"1003","Pristimantis","cruentus",0,"Silenciosa","y",11,3,2004,NA,"Strabomantidae",2004-11-03,244,"Pristimantis_cruentus","s",1
"1004","Pristimantis","cruentus",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_cruentus","t",1
"1005","Pristimantis","cruentus",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_cruentus","t",1
"1006","Pristimantis","cruentus",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_cruentus","t",1
"1007","Pristimantis","cruentus",0,"Loop_Trail","y",11,4,2004,NA,"Strabomantidae",2004-11-04,245,"Pristimantis_cruentus","t",1
"1008","Pristimantis","cruentus",81.756127,"Cascada","y",11,5,2004,NA,"Strabomantidae",2004-11-05,246,"Pristimantis_cruentus","s",1
"1009","Pristimantis","cruentus",0.09428583,"Cascada","y",11,5,2004,NA,"Strabomantidae",2004-11-05,246,"Pristimantis_cruentus","s",1
"1010","Pristimantis","cruentus",1.3557362,"Cascada","y",11,5,2004,NA,"Strabomantidae",2004-11-05,246,"Pristimantis_cruentus","s",1
"1011","Pristimantis","cruentus",15.350981,"Cascada","y",11,5,2004,NA,"Strabomantidae",2004-11-05,246,"Pristimantis_cruentus","s",1
"1012","Pristimantis","cruentus",0.5785674,"Cascada","y",11,5,2004,NA,"Strabomantidae",2004-11-05,246,"Pristimantis_cruentus","s",1
"1013","Pristimantis","cruentus",0,"Guabal","y",11,6,2004,NA,"Strabomantidae",2004-11-06,247,"Pristimantis_cruentus","s",1
"1014","Pristimantis","cruentus",0,"Guabal","y",11,6,2004,NA,"Strabomantidae",2004-11-06,247,"Pristimantis_cruentus","s",1
"1015","Pristimantis","cruentus",85.20844,"Guabal","y",11,6,2004,NA,"Strabomantidae",2004-11-06,247,"Pristimantis_cruentus","s",1
"1016","Pristimantis","cruentus",12.573612,"Cascada","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_cruentus","s",1
"1017","Pristimantis","cruentus",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_cruentus","t",1
"1018","Pristimantis","cruentus",0.000572,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_cruentus","t",1
"1019","Pristimantis","cruentus",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_cruentus","t",1
"1020","Pristimantis","cruentus",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_cruentus","t",1
"1021","Pristimantis","cruentus",0.00098,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_cruentus","t",1
"1022","Pristimantis","cruentus",0,"Main_Trail","y",11,7,2004,NA,"Strabomantidae",2004-11-07,248,"Pristimantis_cruentus","t",1
"1023","Pristimantis","cruentus",8.470444,"Silenciosa","y",11,8,2004,NA,"Strabomantidae",2004-11-08,249,"Pristimantis_cruentus","s",1
"1024","Pristimantis","cruentus",0.38676246,"Silenciosa","y",11,8,2004,NA,"Strabomantidae",2004-11-08,249,"Pristimantis_cruentus","s",1
"1025","Pristimantis","cruentus",0.001642066,"Silenciosa","y",11,8,2004,NA,"Strabomantidae",2004-11-08,249,"Pristimantis_cruentus","s",1
"1026","Pristimantis","cruentus",76.88028,"Silenciosa","y",11,8,2004,NA,"Strabomantidae",2004-11-08,249,"Pristimantis_cruentus","s",1
"1027","Pristimantis","cruentus",0.4323179,"Silenciosa","y",11,8,2004,NA,"Strabomantidae",2004-11-08,249,"Pristimantis_cruentus","s",1
"1028","Pristimantis","cruentus",0,"Silenciosa","y",11,8,2004,NA,"Strabomantidae",2004-11-08,249,"Pristimantis_cruentus","s",1
"1029","Pristimantis","cruentus",0,"Silenciosa","y",11,8,2004,NA,"Strabomantidae",2004-11-08,249,"Pristimantis_cruentus","s",1
"1030","Pristimantis","cruentus",0,"Silenciosa","y",11,8,2004,NA,"Strabomantidae",2004-11-08,249,"Pristimantis_cruentus","s",1
"1031","Pristimantis","cruentus",12.366418,"Loop_Stream","y",11,9,2004,NA,"Strabomantidae",2004-11-09,250,"Pristimantis_cruentus","s",1
"1032","Pristimantis","cruentus",7.871245,"Loop_Stream","y",11,9,2004,NA,"Strabomantidae",2004-11-09,250,"Pristimantis_cruentus","s",1
"1033","Pristimantis","cruentus",3.9267533,"Loop_Stream","y",11,9,2004,NA,"Strabomantidae",2004-11-09,250,"Pristimantis_cruentus","s",1
"1034","Pristimantis","cruentus",12.544566,"Loop_Stream","y",11,9,2004,NA,"Strabomantidae",2004-11-09,250,"Pristimantis_cruentus","s",1
"1035","Pristimantis","cruentus",0,"Loop_Trail","y",11,10,2004,NA,"Strabomantidae",2004-11-10,251,"Pristimantis_cruentus","t",1
"1036","Pristimantis","cruentus",0,"Loop_Trail","y",11,10,2004,NA,"Strabomantidae",2004-11-10,251,"Pristimantis_cruentus","t",1
"1037","Pristimantis","cruentus",0,"Guabal","y",11,11,2004,NA,"Strabomantidae",2004-11-11,252,"Pristimantis_cruentus","s",1
"1038","Pristimantis","cruentus",80.63124,"Cascada","y",11,12,2004,NA,"Strabomantidae",2004-11-12,253,"Pristimantis_cruentus","s",1
"1039","Pristimantis","cruentus",436.20386,"Cascada","y",11,12,2004,NA,"Strabomantidae",2004-11-12,253,"Pristimantis_cruentus","s",1
"1040","Pristimantis","cruentus",11.9968235,"Cascada","y",11,12,2004,NA,"Strabomantidae",2004-11-12,253,"Pristimantis_cruentus","s",1
"1041","Pristimantis","cruentus",0.54715583,"Cascada","y",11,12,2004,NA,"Strabomantidae",2004-11-12,253,"Pristimantis_cruentus","s",1
"1042","Pristimantis","cruentus",2.0551333,"Cascada","y",11,12,2004,NA,"Strabomantidae",2004-11-12,253,"Pristimantis_cruentus","s",1
"1043","Pristimantis","cruentus",30.09729,"Cascada","y",11,12,2004,NA,"Strabomantidae",2004-11-12,253,"Pristimantis_cruentus","s",1
"1044","Pristimantis","cruentus",17.275994,"Cascada","y",11,12,2004,NA,"Strabomantidae",2004-11-12,253,"Pristimantis_cruentus","s",1
"1045","Pristimantis","cruentus",0,"Main_Trail","y",11,13,2004,NA,"Strabomantidae",2004-11-13,254,"Pristimantis_cruentus","t",1
"1046","Pristimantis","cruentus",23.260334,"Cascada","y",11,14,2004,"Dead","Strabomantidae",2004-11-14,255,"Pristimantis_cruentus","s",1
"1047","Pristimantis","cruentus",0.32881766,"Silenciosa","y",11,14,2004,NA,"Strabomantidae",2004-11-14,255,"Pristimantis_cruentus","s",1
"1048","Pristimantis","cruentus",1.1502758,"Silenciosa","y",11,14,2004,NA,"Strabomantidae",2004-11-14,255,"Pristimantis_cruentus","s",1
"1049","Pristimantis","cruentus",0.33411097,"Silenciosa","y",11,14,2004,NA,"Strabomantidae",2004-11-14,255,"Pristimantis_cruentus","s",1
"1050","Pristimantis","cruentus",48.198417,"Loop_Stream","y",11,15,2004,NA,"Strabomantidae",2004-11-15,256,"Pristimantis_cruentus","s",1
"1051","Pristimantis","cruentus",0,"Loop_Stream","y",11,15,2004,NA,"Strabomantidae",2004-11-15,256,"Pristimantis_cruentus","s",1
"1052","Pristimantis","cruentus",958.8361,"Loop_Stream","y",11,15,2004,NA,"Strabomantidae",2004-11-15,256,"Pristimantis_cruentus","s",1
"1053","Pristimantis","cruentus",0,"Loop_Stream","y",11,15,2004,NA,"Strabomantidae",2004-11-15,256,"Pristimantis_cruentus","s",1
"1054","Pristimantis","cruentus",17.715423,"Loop_Stream","y",11,15,2004,NA,"Strabomantidae",2004-11-15,256,"Pristimantis_cruentus","s",1
"1055","Pristimantis","cruentus",0.001980699,"Loop_Stream","y",11,15,2004,NA,"Strabomantidae",2004-11-15,256,"Pristimantis_cruentus","s",1
